feature_1,feature_2,abs_corr,signed_corr,high_corr_flag,drop_candidate
LP_nurseryarea(in Tonnes),71_105DRain(in mm),0.005870924038924595,0.005870924038924595,False,
Hectares,71_105DRain(in mm),0.005870924038924595,0.005870924038924595,False,
Pest_60Day(in ml),71_105DRain(in mm),0.005870924038924594,0.005870924038924594,False,
Nursery area (Cents),71_105DRain(in mm),0.005870924038924573,0.005870924038924573,False,
DAP_20days,71_105DRain(in mm),0.005870924038924573,0.005870924038924573,False,
Micronutrients_70Days,71_105DAI(in mm),0.005870924038796987,-0.005870924038796987,False,
Micronutrients_70Days,30_50DRain( in mm),0.005870924038796987,0.005870924038796987,False,
Potassh_50Days,71_105DAI(in mm),0.005870924038796953,-0.005870924038796953,False,
Potassh_50Days,30_50DRain( in mm),0.005870924038796953,0.005870924038796953,False,
Urea_40Days,30_50DRain( in mm),0.005870924038796943,0.005870924038796943,False,
Urea_40Days,71_105DAI(in mm),0.005870924038796943,-0.005870924038796943,False,
Seedrate(in Kg),71_105DAI(in mm),0.005870924038796941,-0.005870924038796941,False,
Seedrate(in Kg),30_50DRain( in mm),0.005870924038796941,0.005870924038796941,False,
LP_Mainfield(in Tonnes),30_50DRain( in mm),0.005870924038796941,0.005870924038796941,False,
LP_Mainfield(in Tonnes),71_105DAI(in mm),0.005870924038796941,-0.005870924038796941,False,
Pest_60Day(in ml),71_105DAI(in mm),0.005870924038796936,-0.005870924038796936,False,
Pest_60Day(in ml),30_50DRain( in mm),0.005870924038796936,0.005870924038796936,False,
Hectares,71_105DAI(in mm),0.005870924038796927,-0.005870924038796927,False,
Hectares,30_50DRain( in mm),0.005870924038796927,0.005870924038796927,False,
LP_nurseryarea(in Tonnes),71_105DAI(in mm),0.005870924038796927,-0.005870924038796927,False,
Nursery area (Cents),71_105DAI(in mm),0.005870924038796927,-0.005870924038796927,False,
DAP_20days,30_50DRain( in mm),0.005870924038796927,0.005870924038796927,False,
LP_nurseryarea(in Tonnes),30_50DRain( in mm),0.005870924038796927,0.005870924038796927,False,
DAP_20days,71_105DAI(in mm),0.005870924038796927,-0.005870924038796927,False,
Weed28D_thiobencarb,71_105DAI(in mm),0.005870924038796927,-0.005870924038796927,False,
Weed28D_thiobencarb,30_50DRain( in mm),0.005870924038796927,0.005870924038796927,False,
Nursery area (Cents),30_50DRain( in mm),0.005870924038796927,0.005870924038796927,False,
Max temp_D1_D30,Relative Humidity_D1_D30,0.005840859478146736,0.005840859478146736,False,
Max temp_D31_D60,Trash(in bundles),0.005819219906158729,-0.005819219906158729,False,
Relative Humidity_D31_D60,Paddy yield(in Kg),0.005645448873882828,-0.005645448873882828,False,
Min temp_D1_D30,Trash(in bundles),0.005517424994486214,0.005517424994486214,False,
Min temp_D91_D120,Paddy yield(in Kg),0.005485154017276166,-0.005485154017276166,False,
Nursery area (Cents),30DAI(in mm),0.005120729340651811,0.005120729340651811,False,
DAP_20days,30DAI(in mm),0.005120729340651811,0.005120729340651811,False,
Nursery area (Cents),30DRain( in mm),0.005120729340651811,-0.005120729340651811,False,
DAP_20days,30DRain( in mm),0.005120729340651811,-0.005120729340651811,False,
Urea_40Days,30DAI(in mm),0.005120729340651787,0.005120729340651787,False,
Urea_40Days,30DRain( in mm),0.005120729340651787,-0.005120729340651787,False,
Pest_60Day(in ml),30DAI(in mm),0.0051207293406517855,0.0051207293406517855,False,
Pest_60Day(in ml),30DRain( in mm),0.0051207293406517855,-0.0051207293406517855,False,
Hectares,30DRain( in mm),0.005120729340651767,-0.005120729340651767,False,
Hectares,30DAI(in mm),0.005120729340651767,0.005120729340651767,False,
Weed28D_thiobencarb,30DAI(in mm),0.005120729340651767,0.005120729340651767,False,
Micronutrients_70Days,30DAI(in mm),0.005120729340651767,0.005120729340651767,False,
LP_nurseryarea(in Tonnes),30DRain( in mm),0.005120729340651767,-0.005120729340651767,False,
LP_nurseryarea(in Tonnes),30DAI(in mm),0.005120729340651767,0.005120729340651767,False,
Micronutrients_70Days,30DRain( in mm),0.005120729340651767,-0.005120729340651767,False,
Weed28D_thiobencarb,30DRain( in mm),0.005120729340651767,-0.005120729340651767,False,
Seedrate(in Kg),30DAI(in mm),0.005120729340651756,0.005120729340651756,False,
Seedrate(in Kg),30DRain( in mm),0.005120729340651756,-0.005120729340651756,False,
LP_Mainfield(in Tonnes),30DRain( in mm),0.005120729340651756,-0.005120729340651756,False,
LP_Mainfield(in Tonnes),30DAI(in mm),0.005120729340651756,0.005120729340651756,False,
Potassh_50Days,30DAI(in mm),0.005120729340651752,0.005120729340651752,False,
Potassh_50Days,30DRain( in mm),0.005120729340651752,-0.005120729340651752,False,
Relative Humidity_D61_D90,Trash(in bundles),0.0048768469009153196,-0.0048768469009153196,False,
Min temp_D61_D90,Trash(in bundles),0.004830532866369297,0.004830532866369297,False,
Min temp_D31_D60,Paddy yield_per_hectare(in Kg),0.004584039088095453,0.004584039088095453,False,
Inst Wind Speed_D31_D60(in Knots),Paddy yield_per_hectare(in Kg),0.00413372148608964,0.00413372148608964,False,
51_70AI(in mm),Paddy yield_per_hectare(in Kg),0.0040525575923967844,-0.0040525575923967844,False,
51_70DRain(in mm),Paddy yield_per_hectare(in Kg),0.0040525575923967844,0.0040525575923967844,False,
30_50DAI(in mm),Paddy yield(in Kg),0.0038283765512257322,-0.0038283765512257322,False,
71_105DRain(in mm),Paddy yield(in Kg),0.0038283765511243567,0.0038283765511243567,False,
71_105DAI(in mm),Paddy yield(in Kg),0.003828376550996581,-0.003828376550996581,False,
30_50DRain( in mm),Paddy yield(in Kg),0.003828376550996581,0.003828376550996581,False,
Inst Wind Speed_D91_D120(in Knots),Trash(in bundles),0.0034409544205964153,-0.0034409544205964153,False,
Relative Humidity_D61_D90,Paddy yield_per_hectare(in Kg),0.0029652441766952076,-0.0029652441766952076,False,
30DAI(in mm),Trash(in bundles),0.0026108253530965336,0.0026108253530965336,False,
30DRain( in mm),Trash(in bundles),0.0026108253530965336,-0.0026108253530965336,False,
Min temp_D31_D60,Trash(in bundles),0.0024215318907226543,-0.0024215318907226543,False,
DAP_20days,Min temp_D31_D60,0.0023586557107717217,-0.0023586557107717217,False,
Nursery area (Cents),Min temp_D31_D60,0.0023586557107717217,-0.0023586557107717217,False,
Potassh_50Days,Min temp_D31_D60,0.002358655710771715,-0.002358655710771715,False,
Urea_40Days,Min temp_D31_D60,0.0023586557107717144,-0.0023586557107717144,False,
Pest_60Day(in ml),Min temp_D31_D60,0.002358655710771703,-0.002358655710771703,False,
LP_nurseryarea(in Tonnes),Min temp_D31_D60,0.0023586557107717018,-0.0023586557107717018,False,
Hectares,Min temp_D31_D60,0.0023586557107717018,-0.0023586557107717018,False,
Weed28D_thiobencarb,Min temp_D31_D60,0.0023586557107717018,-0.0023586557107717018,False,
Micronutrients_70Days,Min temp_D31_D60,0.0023586557107716896,-0.0023586557107716896,False,
LP_Mainfield(in Tonnes),Min temp_D31_D60,0.002358655710771671,-0.002358655710771671,False,
Seedrate(in Kg),Min temp_D31_D60,0.002358655710771671,-0.002358655710771671,False,
Relative Humidity_D91_D120,Paddy yield(in Kg),0.002284914389248037,-0.002284914389248037,False,
Inst Wind Speed_D31_D60(in Knots),Trash(in bundles),0.002203711216405419,-0.002203711216405419,False,
Max temp_D61_D90,Trash(in bundles),0.0018915231125781256,0.0018915231125781256,False,
Relative Humidity_D61_D90,Paddy yield(in Kg),0.0017651840180937495,-0.0017651840180937495,False,
Micronutrients_70Days,Relative Humidity_D61_D90,0.0017454151523961041,-0.0017454151523961041,False,
Weed28D_thiobencarb,Relative Humidity_D61_D90,0.001745415152396085,-0.001745415152396085,False,
LP_nurseryarea(in Tonnes),Relative Humidity_D61_D90,0.001745415152396085,-0.001745415152396085,False,
Hectares,Relative Humidity_D61_D90,0.001745415152396085,-0.001745415152396085,False,
Seedrate(in Kg),Relative Humidity_D61_D90,0.0017454151523960768,-0.0017454151523960768,False,
LP_Mainfield(in Tonnes),Relative Humidity_D61_D90,0.0017454151523960768,-0.0017454151523960768,False,
Pest_60Day(in ml),Relative Humidity_D61_D90,0.0017454151523960699,-0.0017454151523960699,False,
Nursery area (Cents),Relative Humidity_D61_D90,0.001745415152396067,-0.001745415152396067,False,
DAP_20days,Relative Humidity_D61_D90,0.001745415152396067,-0.001745415152396067,False,
Urea_40Days,Relative Humidity_D61_D90,0.00174541515239606,-0.00174541515239606,False,
Potassh_50Days,Relative Humidity_D61_D90,0.0017454151523960564,-0.0017454151523960564,False,
Relative Humidity_D31_D60,Paddy yield_per_hectare(in Kg),0.0014084662551313778,0.0014084662551313778,False,
Micronutrients_70Days,Relative Humidity_D91_D120,0.0014068269417349378,-0.0014068269417349378,False,
Urea_40Days,Relative Humidity_D91_D120,0.0014068269417349308,-0.0014068269417349308,False,
Pest_60Day(in ml),Relative Humidity_D91_D120,0.001406826941734926,-0.001406826941734926,False,
LP_Mainfield(in Tonnes),Relative Humidity_D91_D120,0.0014068269417349256,-0.0014068269417349256,False,
Seedrate(in Kg),Relative Humidity_D91_D120,0.0014068269417349256,-0.0014068269417349256,False,
DAP_20days,Relative Humidity_D91_D120,0.00140682694173492,-0.00140682694173492,False,
Nursery area (Cents),Relative Humidity_D91_D120,0.00140682694173492,-0.00140682694173492,False,
Hectares,Relative Humidity_D91_D120,0.0014068269417349187,-0.0014068269417349187,False,
Weed28D_thiobencarb,Relative Humidity_D91_D120,0.0014068269417349187,-0.0014068269417349187,False,
LP_nurseryarea(in Tonnes),Relative Humidity_D91_D120,0.0014068269417349187,-0.0014068269417349187,False,
Potassh_50Days,Relative Humidity_D91_D120,0.0014068269417349104,-0.0014068269417349104,False,
Max temp_D61_D90,Inst Wind Speed_D61_D90(in Knots),0.0008954685913799686,0.0008954685913799686,False,
Relative Humidity_D91_D120,Paddy yield_per_hectare(in Kg),0.0007347273405419302,-0.0007347273405419302,False,
Min temp_D31_D60,Paddy yield(in Kg),0.00071621399965832,-0.00071621399965832,False,
Hectares,Hectares,,1.0,False,
Seedrate(in Kg),Hectares,,1.0,False,
Seedrate(in Kg),Seedrate(in Kg),,1.0,False,
LP_Mainfield(in Tonnes),Hectares,,1.0,False,
LP_Mainfield(in Tonnes),Seedrate(in Kg),,1.0,False,
LP_Mainfield(in Tonnes),LP_Mainfield(in Tonnes),,1.0,False,
Nursery area (Cents),Hectares,,0.999999999999999,False,
Nursery area (Cents),Seedrate(in Kg),,0.9999999999999984,False,
Nursery area (Cents),LP_Mainfield(in Tonnes),,0.9999999999999984,False,
Nursery area (Cents),Nursery area (Cents),,1.0,False,
LP_nurseryarea(in Tonnes),Hectares,,1.0,False,
LP_nurseryarea(in Tonnes),Seedrate(in Kg),,1.0,False,
LP_nurseryarea(in Tonnes),LP_Mainfield(in Tonnes),,1.0,False,
LP_nurseryarea(in Tonnes),Nursery area (Cents),,0.999999999999999,False,
LP_nurseryarea(in Tonnes),LP_nurseryarea(in Tonnes),,1.0,False,
DAP_20days,Hectares,,0.999999999999999,False,
DAP_20days,Seedrate(in Kg),,0.9999999999999984,False,
DAP_20days,LP_Mainfield(in Tonnes),,0.9999999999999984,False,
DAP_20days,Nursery area (Cents),,1.0,False,
DAP_20days,LP_nurseryarea(in Tonnes),,0.999999999999999,False,
DAP_20days,DAP_20days,,1.0,False,
Weed28D_thiobencarb,Hectares,,1.0,False,
Weed28D_thiobencarb,Seedrate(in Kg),,1.0,False,
Weed28D_thiobencarb,LP_Mainfield(in Tonnes),,1.0,False,
Weed28D_thiobencarb,Nursery area (Cents),,0.999999999999999,False,
Weed28D_thiobencarb,LP_nurseryarea(in Tonnes),,1.0,False,
Weed28D_thiobencarb,DAP_20days,,0.999999999999999,False,
Weed28D_thiobencarb,Weed28D_thiobencarb,,1.0,False,
Urea_40Days,Hectares,,0.9999999999999998,False,
Urea_40Days,Seedrate(in Kg),,1.0,False,
Urea_40Days,LP_Mainfield(in Tonnes),,1.0,False,
Urea_40Days,Nursery area (Cents),,0.9999999999999991,False,
Urea_40Days,LP_nurseryarea(in Tonnes),,0.9999999999999998,False,
Urea_40Days,DAP_20days,,0.9999999999999991,False,
Urea_40Days,Weed28D_thiobencarb,,0.9999999999999998,False,
Urea_40Days,Urea_40Days,,1.0,False,
Potassh_50Days,Hectares,,0.9999999999999989,False,
Potassh_50Days,Seedrate(in Kg),,0.9999999999999998,False,
Potassh_50Days,LP_Mainfield(in Tonnes),,0.9999999999999998,False,
Potassh_50Days,Nursery area (Cents),,0.9999999999999986,False,
Potassh_50Days,LP_nurseryarea(in Tonnes),,0.9999999999999989,False,
Potassh_50Days,DAP_20days,,0.9999999999999986,False,
Potassh_50Days,Weed28D_thiobencarb,,0.9999999999999989,False,
Potassh_50Days,Urea_40Days,,1.0,False,
Potassh_50Days,Potassh_50Days,,1.0,False,
Micronutrients_70Days,Hectares,,0.9999999999999988,False,
Micronutrients_70Days,Seedrate(in Kg),,0.9999999999999999,False,
Micronutrients_70Days,LP_Mainfield(in Tonnes),,0.9999999999999999,False,
Micronutrients_70Days,Nursery area (Cents),,1.0,False,
Micronutrients_70Days,LP_nurseryarea(in Tonnes),,0.9999999999999988,False,
Micronutrients_70Days,DAP_20days,,1.0,False,
Micronutrients_70Days,Weed28D_thiobencarb,,0.9999999999999988,False,
Micronutrients_70Days,Urea_40Days,,1.0,False,
Micronutrients_70Days,Potassh_50Days,,1.0,False,
Micronutrients_70Days,Micronutrients_70Days,,1.0,False,
Pest_60Day(in ml),Hectares,,0.9999999999999993,False,
Pest_60Day(in ml),Seedrate(in Kg),,0.999999999999999,False,
Pest_60Day(in ml),LP_Mainfield(in Tonnes),,0.999999999999999,False,
Pest_60Day(in ml),Nursery area (Cents),,1.0,False,
Pest_60Day(in ml),LP_nurseryarea(in Tonnes),,0.9999999999999993,False,
Pest_60Day(in ml),DAP_20days,,1.0,False,
Pest_60Day(in ml),Weed28D_thiobencarb,,0.9999999999999993,False,
Pest_60Day(in ml),Urea_40Days,,1.0,False,
Pest_60Day(in ml),Potassh_50Days,,0.9999999999999998,False,
Pest_60Day(in ml),Micronutrients_70Days,,0.9999999999999997,False,
Pest_60Day(in ml),Pest_60Day(in ml),,1.0,False,
30DRain( in mm),Hectares,,-0.005120729340651767,False,
30DRain( in mm),Seedrate(in Kg),,-0.005120729340651756,False,
30DRain( in mm),LP_Mainfield(in Tonnes),,-0.005120729340651756,False,
30DRain( in mm),Nursery area (Cents),,-0.005120729340651811,False,
30DRain( in mm),LP_nurseryarea(in Tonnes),,-0.005120729340651767,False,
30DRain( in mm),DAP_20days,,-0.005120729340651811,False,
30DRain( in mm),Weed28D_thiobencarb,,-0.005120729340651767,False,
30DRain( in mm),Urea_40Days,,-0.005120729340651787,False,
30DRain( in mm),Potassh_50Days,,-0.005120729340651752,False,
30DRain( in mm),Micronutrients_70Days,,-0.005120729340651767,False,
30DRain( in mm),Pest_60Day(in ml),,-0.0051207293406517855,False,
30DRain( in mm),30DRain( in mm),,1.0,False,
30DAI(in mm),Hectares,,0.005120729340651767,False,
30DAI(in mm),Seedrate(in Kg),,0.005120729340651756,False,
30DAI(in mm),LP_Mainfield(in Tonnes),,0.005120729340651756,False,
30DAI(in mm),Nursery area (Cents),,0.005120729340651811,False,
30DAI(in mm),LP_nurseryarea(in Tonnes),,0.005120729340651767,False,
30DAI(in mm),DAP_20days,,0.005120729340651811,False,
30DAI(in mm),Weed28D_thiobencarb,,0.005120729340651767,False,
30DAI(in mm),Urea_40Days,,0.005120729340651787,False,
30DAI(in mm),Potassh_50Days,,0.005120729340651752,False,
30DAI(in mm),Micronutrients_70Days,,0.005120729340651767,False,
30DAI(in mm),Pest_60Day(in ml),,0.0051207293406517855,False,
30DAI(in mm),30DRain( in mm),,-1.0,False,
30DAI(in mm),30DAI(in mm),,1.0,False,
30_50DRain( in mm),Hectares,,0.005870924038796927,False,
30_50DRain( in mm),Seedrate(in Kg),,0.005870924038796941,False,
30_50DRain( in mm),LP_Mainfield(in Tonnes),,0.005870924038796941,False,
30_50DRain( in mm),Nursery area (Cents),,0.005870924038796927,False,
30_50DRain( in mm),LP_nurseryarea(in Tonnes),,0.005870924038796927,False,
30_50DRain( in mm),DAP_20days,,0.005870924038796927,False,
30_50DRain( in mm),Weed28D_thiobencarb,,0.005870924038796927,False,
30_50DRain( in mm),Urea_40Days,,0.005870924038796943,False,
30_50DRain( in mm),Potassh_50Days,,0.005870924038796953,False,
30_50DRain( in mm),Micronutrients_70Days,,0.005870924038796987,False,
30_50DRain( in mm),Pest_60Day(in ml),,0.005870924038796936,False,
30_50DRain( in mm),30DRain( in mm),,0.8999743849634632,False,
30_50DRain( in mm),30DAI(in mm),,-0.8999743849634632,False,
30_50DRain( in mm),30_50DRain( in mm),,1.0,False,
30_50DAI(in mm),Hectares,,-0.005870924039024715,False,
30_50DAI(in mm),Seedrate(in Kg),,-0.0058709240390247336,False,
30_50DAI(in mm),LP_Mainfield(in Tonnes),,-0.0058709240390247336,False,
30_50DAI(in mm),Nursery area (Cents),,-0.0058709240390246884,False,
30_50DAI(in mm),LP_nurseryarea(in Tonnes),,-0.005870924039024715,False,
30_50DAI(in mm),DAP_20days,,-0.0058709240390246884,False,
30_50DAI(in mm),Weed28D_thiobencarb,,-0.005870924039024715,False,
30_50DAI(in mm),Urea_40Days,,-0.005870924039024734,False,
30_50DAI(in mm),Potassh_50Days,,-0.005870924039024742,False,
30_50DAI(in mm),Micronutrients_70Days,,-0.005870924039024765,False,
30_50DAI(in mm),Pest_60Day(in ml),,-0.00587092403902473,False,
30_50DAI(in mm),30DRain( in mm),,-0.8999743849634617,False,
30_50DAI(in mm),30DAI(in mm),,0.8999743849634617,False,
30_50DAI(in mm),30_50DRain( in mm),,-0.9999999999999988,False,
30_50DAI(in mm),30_50DAI(in mm),,1.0,False,
51_70DRain(in mm),Hectares,,0.0128912849262803,False,
51_70DRain(in mm),Seedrate(in Kg),,0.012891284926280312,False,
51_70DRain(in mm),LP_Mainfield(in Tonnes),,0.012891284926280312,False,
51_70DRain(in mm),Nursery area (Cents),,0.012891284926280291,False,
51_70DRain(in mm),LP_nurseryarea(in Tonnes),,0.0128912849262803,False,
51_70DRain(in mm),DAP_20days,,0.012891284926280291,False,
51_70DRain(in mm),Weed28D_thiobencarb,,0.0128912849262803,False,
51_70DRain(in mm),Urea_40Days,,0.012891284926280328,False,
51_70DRain(in mm),Potassh_50Days,,0.012891284926280323,False,
51_70DRain(in mm),Micronutrients_70Days,,0.012891284926280373,False,
51_70DRain(in mm),Pest_60Day(in ml),,0.012891284926280321,False,
51_70DRain(in mm),30DRain( in mm),,0.7234436349495957,False,
51_70DRain(in mm),30DAI(in mm),,-0.7234436349495957,False,
51_70DRain(in mm),30_50DRain( in mm),,0.9520484197569118,False,
51_70DRain(in mm),30_50DAI(in mm),,-0.9520484197569148,False,
51_70DRain(in mm),51_70DRain(in mm),,1.0,False,
51_70AI(in mm),Hectares,,-0.0128912849262803,False,
51_70AI(in mm),Seedrate(in Kg),,-0.012891284926280312,False,
51_70AI(in mm),LP_Mainfield(in Tonnes),,-0.012891284926280312,False,
51_70AI(in mm),Nursery area (Cents),,-0.012891284926280291,False,
51_70AI(in mm),LP_nurseryarea(in Tonnes),,-0.0128912849262803,False,
51_70AI(in mm),DAP_20days,,-0.012891284926280291,False,
51_70AI(in mm),Weed28D_thiobencarb,,-0.0128912849262803,False,
51_70AI(in mm),Urea_40Days,,-0.012891284926280328,False,
51_70AI(in mm),Potassh_50Days,,-0.012891284926280323,False,
51_70AI(in mm),Micronutrients_70Days,,-0.012891284926280373,False,
51_70AI(in mm),Pest_60Day(in ml),,-0.012891284926280321,False,
51_70AI(in mm),30DRain( in mm),,-0.7234436349495957,False,
51_70AI(in mm),30DAI(in mm),,0.7234436349495957,False,
51_70AI(in mm),30_50DRain( in mm),,-0.9520484197569118,False,
51_70AI(in mm),30_50DAI(in mm),,0.9520484197569148,False,
51_70AI(in mm),51_70DRain(in mm),,-1.0,False,
51_70AI(in mm),51_70AI(in mm),,1.0,False,
71_105DRain(in mm),Hectares,,0.005870924038924595,False,
71_105DRain(in mm),Seedrate(in Kg),,0.005870924038924605,False,
71_105DRain(in mm),LP_Mainfield(in Tonnes),,0.005870924038924605,False,
71_105DRain(in mm),Nursery area (Cents),,0.005870924038924573,False,
71_105DRain(in mm),LP_nurseryarea(in Tonnes),,0.005870924038924595,False,
71_105DRain(in mm),DAP_20days,,0.005870924038924573,False,
71_105DRain(in mm),Weed28D_thiobencarb,,0.005870924038924595,False,
71_105DRain(in mm),Urea_40Days,,0.005870924038924603,False,
71_105DRain(in mm),Potassh_50Days,,0.0058709240389246044,False,
71_105DRain(in mm),Micronutrients_70Days,,0.0058709240389246495,False,
71_105DRain(in mm),Pest_60Day(in ml),,0.005870924038924594,False,
71_105DRain(in mm),30DRain( in mm),,0.899974384963463,False,
71_105DRain(in mm),30DAI(in mm),,-0.899974384963463,False,
71_105DRain(in mm),30_50DRain( in mm),,0.9999999999999991,False,
71_105DRain(in mm),30_50DAI(in mm),,-0.9999999999999979,False,
71_105DRain(in mm),51_70DRain(in mm),,0.9520484197569076,False,
71_105DRain(in mm),51_70AI(in mm),,-0.9520484197569076,False,
71_105DRain(in mm),71_105DRain(in mm),,1.0,False,
71_105DAI(in mm),Hectares,,-0.005870924038796927,False,
71_105DAI(in mm),Seedrate(in Kg),,-0.005870924038796941,False,
71_105DAI(in mm),LP_Mainfield(in Tonnes),,-0.005870924038796941,False,
71_105DAI(in mm),Nursery area (Cents),,-0.005870924038796927,False,
71_105DAI(in mm),LP_nurseryarea(in Tonnes),,-0.005870924038796927,False,
71_105DAI(in mm),DAP_20days,,-0.005870924038796927,False,
71_105DAI(in mm),Weed28D_thiobencarb,,-0.005870924038796927,False,
71_105DAI(in mm),Urea_40Days,,-0.005870924038796943,False,
71_105DAI(in mm),Potassh_50Days,,-0.005870924038796953,False,
71_105DAI(in mm),Micronutrients_70Days,,-0.005870924038796987,False,
71_105DAI(in mm),Pest_60Day(in ml),,-0.005870924038796936,False,
71_105DAI(in mm),30DRain( in mm),,-0.8999743849634632,False,
71_105DAI(in mm),30DAI(in mm),,0.8999743849634632,False,
71_105DAI(in mm),30_50DRain( in mm),,-1.0,False,
71_105DAI(in mm),30_50DAI(in mm),,1.0,False,
71_105DAI(in mm),51_70DRain(in mm),,-0.9520484197569115,False,
71_105DAI(in mm),51_70AI(in mm),,0.9520484197569115,False,
71_105DAI(in mm),71_105DRain(in mm),,-0.9999999999999992,False,
71_105DAI(in mm),71_105DAI(in mm),,1.0,False,
Min temp_D1_D30,Hectares,,0.011020716711957635,False,
Min temp_D1_D30,Seedrate(in Kg),,0.01102071671195764,False,
Min temp_D1_D30,LP_Mainfield(in Tonnes),,0.01102071671195764,False,
Min temp_D1_D30,Nursery area (Cents),,0.011020716711957618,False,
Min temp_D1_D30,LP_nurseryarea(in Tonnes),,0.011020716711957635,False,
Min temp_D1_D30,DAP_20days,,0.011020716711957618,False,
Min temp_D1_D30,Weed28D_thiobencarb,,0.011020716711957635,False,
Min temp_D1_D30,Urea_40Days,,0.011020716711957632,False,
Min temp_D1_D30,Potassh_50Days,,0.011020716711957597,False,
Min temp_D1_D30,Micronutrients_70Days,,0.011020716711957677,False,
Min temp_D1_D30,Pest_60Day(in ml),,0.011020716711957635,False,
Min temp_D1_D30,30DRain( in mm),,-0.23134175325492928,False,
Min temp_D1_D30,30DAI(in mm),,0.23134175325492928,False,
Min temp_D1_D30,30_50DRain( in mm),,-0.24443985622067851,False,
Min temp_D1_D30,30_50DAI(in mm),,0.24443985622068773,False,
Min temp_D1_D30,51_70DRain(in mm),,-0.22475157259017933,False,
Min temp_D1_D30,51_70AI(in mm),,0.22475157259017933,False,
Min temp_D1_D30,71_105DRain(in mm),,-0.2444398562206832,False,
Min temp_D1_D30,71_105DAI(in mm),,0.24443985622067851,False,
Min temp_D1_D30,Min temp_D1_D30,,1.0,False,
Max temp_D1_D30,Hectares,,-0.016585361045328876,False,
Max temp_D1_D30,Seedrate(in Kg),,-0.01658536104532887,False,
Max temp_D1_D30,LP_Mainfield(in Tonnes),,-0.01658536104532887,False,
Max temp_D1_D30,Nursery area (Cents),,-0.01658536104532892,False,
Max temp_D1_D30,LP_nurseryarea(in Tonnes),,-0.016585361045328876,False,
Max temp_D1_D30,DAP_20days,,-0.01658536104532892,False,
Max temp_D1_D30,Weed28D_thiobencarb,,-0.016585361045328876,False,
Max temp_D1_D30,Urea_40Days,,-0.01658536104532893,False,
Max temp_D1_D30,Potassh_50Days,,-0.016585361045328876,False,
Max temp_D1_D30,Micronutrients_70Days,,-0.016585361045328914,False,
Max temp_D1_D30,Pest_60Day(in ml),,-0.0165853610453289,False,
Max temp_D1_D30,30DRain( in mm),,0.6413011020926354,False,
Max temp_D1_D30,30DAI(in mm),,-0.6413011020926354,False,
Max temp_D1_D30,30_50DRain( in mm),,0.31401548779499083,False,
Max temp_D1_D30,30_50DAI(in mm),,-0.3140154877949812,False,
Max temp_D1_D30,51_70DRain(in mm),,0.04722339069761921,False,
Max temp_D1_D30,51_70AI(in mm),,-0.04722339069761921,False,
Max temp_D1_D30,71_105DRain(in mm),,0.3140154877949911,False,
Max temp_D1_D30,71_105DAI(in mm),,-0.31401548779499083,False,
Max temp_D1_D30,Min temp_D1_D30,,0.22655784388462807,False,
Max temp_D1_D30,Max temp_D1_D30,,1.0,False,
Min temp_D31_D60,Hectares,,-0.0023586557107717018,False,
Min temp_D31_D60,Seedrate(in Kg),,-0.002358655710771671,False,
Min temp_D31_D60,LP_Mainfield(in Tonnes),,-0.002358655710771671,False,
Min temp_D31_D60,Nursery area (Cents),,-0.0023586557107717217,False,
Min temp_D31_D60,LP_nurseryarea(in Tonnes),,-0.0023586557107717018,False,
Min temp_D31_D60,DAP_20days,,-0.0023586557107717217,False,
Min temp_D31_D60,Weed28D_thiobencarb,,-0.0023586557107717018,False,
Min temp_D31_D60,Urea_40Days,,-0.0023586557107717144,False,
Min temp_D31_D60,Potassh_50Days,,-0.002358655710771715,False,
Min temp_D31_D60,Micronutrients_70Days,,-0.0023586557107716896,False,
Min temp_D31_D60,Pest_60Day(in ml),,-0.002358655710771703,False,
Min temp_D31_D60,30DRain( in mm),,0.19934051577406164,False,
Min temp_D31_D60,30DAI(in mm),,-0.19934051577406164,False,
Min temp_D31_D60,30_50DRain( in mm),,0.05370651501859606,False,
Min temp_D31_D60,30_50DAI(in mm),,-0.053706515018586906,False,
Min temp_D31_D60,51_70DRain(in mm),,-0.05484578003951401,False,
Min temp_D31_D60,51_70AI(in mm),,0.05484578003951401,False,
Min temp_D31_D60,71_105DRain(in mm),,0.05370651501859426,False,
Min temp_D31_D60,71_105DAI(in mm),,-0.05370651501859606,False,
Min temp_D31_D60,Min temp_D1_D30,,0.7806084605897872,False,
Min temp_D31_D60,Max temp_D1_D30,,0.5427521220768953,False,
Min temp_D31_D60,Min temp_D31_D60,,1.0,False,
Max temp_D31_D60,Hectares,,-0.01523126354349619,False,
Max temp_D31_D60,Seedrate(in Kg),,-0.015231263543496174,False,
Max temp_D31_D60,LP_Mainfield(in Tonnes),,-0.015231263543496174,False,
Max temp_D31_D60,Nursery area (Cents),,-0.015231263543496179,False,
Max temp_D31_D60,LP_nurseryarea(in Tonnes),,-0.01523126354349619,False,
Max temp_D31_D60,DAP_20days,,-0.015231263543496179,False,
Max temp_D31_D60,Weed28D_thiobencarb,,-0.01523126354349619,False,
Max temp_D31_D60,Urea_40Days,,-0.015231263543496201,False,
Max temp_D31_D60,Potassh_50Days,,-0.01523126354349619,False,
Max temp_D31_D60,Micronutrients_70Days,,-0.015231263543496246,False,
Max temp_D31_D60,Pest_60Day(in ml),,-0.015231263543496208,False,
Max temp_D31_D60,30DRain( in mm),,0.36105627926033257,False,
