Hectares,Agriblock,Variety,Soil Types,Nursery,30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield_per_hectare(in Kg),LP_nurseryarea(in Tonnes)_per_hectare,Micronutrients_70Days_per_hectare,Weed28D_thiobencarb_per_hectare,Urea_40Days_per_hectare,DAP_20days_per_hectare,Nursery area (Cents)_per_hectare,Pest_60Day(in ml)_per_hectare,LP_Mainfield(in Tonnes)_per_hectare,Seedrate(in Kg)_per_hectare,Potassh_50Days_per_hectare
4,Sankarapuram,CO_43,clay,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,6363.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,alluvial,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,6209.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,6311.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,CO_43,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,360,6115.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,6227.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,6020.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,6417.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,delux ponni,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,320,6396.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,clay,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,6311.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,ponmani,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,400,6081.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,clay,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,6284.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,ponmani,alluvial,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,6193.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,6228.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5904.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,5856.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,ponmani,clay,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,400,5642.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,delux ponni,alluvial,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,320,6000.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,alluvial,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5886.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,delux ponni,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,320,5926.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,alluvial,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5590.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,5472.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,CO_43,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,360,5883.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,delux ponni,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,320,5703.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5908.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,alluvial,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,5932.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,clay,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5527.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,5410.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,CO_43,alluvial,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,360,5723.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,5463.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5628.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,5780.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,delux ponni,alluvial,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,320,5644.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,5855.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,CO_43,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,360,5873.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,clay,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,5883.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,alluvial,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5908.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,5836.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,alluvial,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5861.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,5410.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,CO_43,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,360,5723.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,320,5755.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,ponmani,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,5628.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,clay,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,5492.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,alluvial,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5863.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,5758.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,CO_43,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,360,5873.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,5883.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5964.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,alluvial,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,5505.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,delux ponni,clay,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,320,5527.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,alluvial,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,5410.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,ponmani,alluvial,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,400,5880.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,5463.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,ponmani,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,5843.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,CO_43,clay,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,360,5916.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,alluvial,wet,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5453.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,clay,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,5964.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,ponmani,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,400,5873.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,delux ponni,clay,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,320,5883.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,clay,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5776.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Sankarapuram,delux ponni,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,320,5836.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,ponmani,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,5527.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,delux ponni,alluvial,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,320,5593.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,CO_43,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,360,5723.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,delux ponni,clay,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,320,5463.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Chinnasalem,delux ponni,alluvial,dry,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,320,5492.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,CO_43,clay,dry,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,360,5530.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,ponmani,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,5453.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,delux ponni,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,320,5612.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kallakurichi,CO_43,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,360,5873.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,5578.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,320,5908.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,CO_43,alluvial,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,360,5836.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,delux ponni,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,320,5527.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Panruti,ponmani,clay,wet,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,400,5999.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,CO_43,alluvial,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,360,5723.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,alluvial,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,5563.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,alluvial,wet,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,5863.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,CO_43,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,360,5855.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,ponmani,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,400,5826.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,delux ponni,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,320,5612.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Cuddalore,CO_43,alluvial,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,WSW,72.0,78,88,85,360,5873.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,delux ponni,clay,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,320,5770.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
4,Kurinjipadi,ponmani,clay,dry,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,400,5836.0,1.0,15.0,2.0,27.13,40.0,20.0,600.0,12.5,25.0,10.38
